Municipio;¡rea;AÒo
AQUITANIA;0,120168;2006
AQUITANIA;0,06096;2006
AQUITANIA;0,060958;2006
AQUITANIA;0,060966;2006
AQUITANIA;0,120166;2006
AQUITANIA;0,060959;2006
AQUITANIA;0,120167;2006
AQUITANIA;0,060966;2006
AQUITANIA;0,426818;2006
AQUITANIA;0,121581;2006
AQUITANIA;0,321471;2006
AQUITANIA;0,06096;2006
AQUITANIA;0,06096;2006
AQUITANIA;0,060967;2006
AQUITANIA;0,060966;2006
AQUITANIA;0,060969;2006
AQUITANIA;0,060969;2006
AQUITANIA;0,060967;2006
AQUITANIA;0,060969;2006
AQUITANIA;0,060969;2006
AQUITANIA;0,673428;2006
AQUITANIA;0,060969;2006
AQUITANIA;0,060965;2006
AQUITANIA;0,060965;2006
AQUITANIA;0,06096;2006
AQUITANIA;0,060965;2006
AQUITANIA;0,06096;2006
AQUITANIA;0,437825;2006
AQUITANIA;0,060966;2006
AQUITANIA;0,06097;2006
AQUITANIA;0,120188;2006
AQUITANIA;0,06097;2006
AQUITANIA;0,060967;2006
AQUITANIA;0,06097;2006
AQUITANIA;0,060967;2006
AQUITANIA;0,06096;2006
AQUITANIA;0,06097;2006
AQUITANIA;0,060969;2006
AQUITANIA;0,060969;2006
AQUITANIA;0,06096;2006
AQUITANIA;0,06096;2006
AQUITANIA;0,060968;2006
AQUITANIA;0,06096;2006
AQUITANIA;0,060968;2006
AQUITANIA;0,121595;2006
AQUITANIA;0,060969;2006
AQUITANIA;0,06096;2006
AQUITANIA;0,06096;2006
AQUITANIA;0,060968;2006
AQUITANIA;0,060968;2006
AQUITANIA;0,121593;2006
AQUITANIA;0,060962;2006
AQUITANIA;0,120172;2006
AQUITANIA;0,060962;2006
AQUITANIA;0,121587;2006
AQUITANIA;0,060965;2006
AQUITANIA;0,060968;2006
AQUITANIA;0,060961;2006
AQUITANIA;0,06097;2006
AQUITANIA;0,208982;2006
AQUITANIA;0,060961;2006
AQUITANIA;0,06097;2006
AQUITANIA;1,21757;2006
AQUITANIA;0,06097;2006
AQUITANIA;0,503805;2006
AQUITANIA;0,060961;2006
AQUITANIA;0,060963;2006
AQUITANIA;0,120177;2006
AQUITANIA;0,06097;2006
AQUITANIA;0,060963;2006
AQUITANIA;0,06097;2006
AQUITANIA;0,121598;2006
AQUITANIA;0,120188;2006
AQUITANIA;0,060963;2006
AQUITANIA;0,121597;2006
AQUITANIA;0,060969;2006
AQUITANIA;0,06097;2006
AQUITANIA;0,06097;2006
AQUITANIA;0,121582;2006
AQUITANIA;0,060974;2006
AQUITANIA;0,06097;2006
AQUITANIA;0,121596;2006
AQUITANIA;0,060964;2006
AQUITANIA;0,121598;2006
AQUITANIA;0,060964;2006
AQUITANIA;0,06097;2006
AQUITANIA;0,121598;2006
AQUITANIA;0,06097;2006
AQUITANIA;0,06097;2006
AQUITANIA;0,060968;2006
AQUITANIA;0,060975;2006
AQUITANIA;0,060971;2006
AQUITANIA;0,060971;2006
AQUITANIA;0,060971;2006
AQUITANIA;0,120175;2006
AQUITANIA;0,060971;2006
AQUITANIA;0,060971;2006
AQUITANIA;0,060976;2006
AQUITANIA;0,060968;2006
AQUITANIA;0,195141;2006
AQUITANIA;0,483314;2006
AQUITANIA;0,060969;2006
AQUITANIA;0,121595;2006
AQUITANIA;0,060969;2006
AQUITANIA;0,121597;2006
AQUITANIA;0,183823;2006
AQUITANIA;0,060969;2006
AQUITANIA;0,060965;2006
AQUITANIA;0,060965;2006
AQUITANIA;0,120186;2006
AQUITANIA;0,060969;2006
AQUITANIA;0,060971;2006
AQUITANIA;0,121599;2006
AQUITANIA;0,060969;2006
AQUITANIA;0,06097;2006
AQUITANIA;0,120189;2006
AQUITANIA;0,581987;2006
AQUITANIA;0,06097;2006
AQUITANIA;0,308674;2006
AQUITANIA;0,12159;2006
AQUITANIA;0,060972;2006
AQUITANIA;0,28815;2006
AQUITANIA;0,206301;2006
AQUITANIA;0,377461;2006
AQUITANIA;0,178518;2006
AQUITANIA;0,06097;2006
AQUITANIA;0,060969;2006
AQUITANIA;0,060968;2006
AQUITANIA;0,121599;2006
AQUITANIA;0,120192;2006
AQUITANIA;0,120192;2006
AQUITANIA;0,18384;2006
AQUITANIA;1,475233;2006
AQUITANIA;0,571701;2006
AQUITANIA;0,120189;2006
AQUITANIA;0,060971;2006
AQUITANIA;0,06097;2006
AQUITANIA;0,060971;2006
AQUITANIA;0,060968;2006
AQUITANIA;0,060972;2006
AQUITANIA;0,060969;2006
AQUITANIA;2,304935;2006
AQUITANIA;0,060967;2006
AQUITANIA;0,060968;2006
AQUITANIA;0,060969;2006
AQUITANIA;0,121594;2006
AQUITANIA;0,121604;2006
AQUITANIA;0,060968;2006
AQUITANIA;0,060972;2006
AQUITANIA;0,060973;2006
AQUITANIA;0,060973;2006
AQUITANIA;0,060973;2006
AQUITANIA;0,060973;2006
AQUITANIA;0,120184;2006
AQUITANIA;0,060969;2006
AQUITANIA;0,060973;2006
AQUITANIA;0,060973;2006
AQUITANIA;0,060969;2006
AQUITANIA;0,06097;2006
AQUITANIA;0,060974;2006
AQUITANIA;0,060972;2006
AQUITANIA;0,060972;2006
AQUITANIA;0,178516;2006
AQUITANIA;0,120187;2006
AQUITANIA;0,057024;2006
AQUITANIA;0,060974;2006
AQUITANIA;0,060969;2006
AQUITANIA;0,060971;2006
AQUITANIA;0,057025;2006
AQUITANIA;4,669727;2006
AQUITANIA;0,338919;2006
AQUITANIA;0,060971;2006
AQUITANIA;0,060974;2006
AQUITANIA;0,060975;2006
AQUITANIA;0,120192;2006
AQUITANIA;0,121602;2006
AQUITANIA;0,060975;2006
AQUITANIA;0,060975;2006
AQUITANIA;0,060969;2006
AQUITANIA;0,060972;2006
AQUITANIA;0,060969;2006
AQUITANIA;0,121599;2006
AQUITANIA;0,121602;2006
AQUITANIA;0,060975;2006
AQUITANIA;0,060976;2006
AQUITANIA;0,060975;2006
AQUITANIA;0,121595;2006
AQUITANIA;0,060974;2006
AQUITANIA;0,060969;2006
AQUITANIA;0,060969;2006
AQUITANIA;0,183839;2006
AQUITANIA;0,060975;2006
AQUITANIA;0,547689;2006
AQUITANIA;0,060971;2006
AQUITANIA;0,121607;2006
AQUITANIA;0,120192;2006
AQUITANIA;0,183847;2006
AQUITANIA;0,060972;2006
AQUITANIA;0,120192;2006
AQUITANIA;0,060971;2006
AQUITANIA;0,057026;2006
AQUITANIA;0,060971;2006
AQUITANIA;0,060969;2006
AQUITANIA;0,060969;2006
AQUITANIA;0,057023;2006
AQUITANIA;0,060969;2006
AQUITANIA;0,060969;2006
AQUITANIA;0,060974;2006
AQUITANIA;0,060974;2006
AQUITANIA;0,323307;2006
AQUITANIA;0,120188;2006
AQUITANIA;0,06097;2006
AQUITANIA;0,060973;2006
AQUITANIA;0,060976;2006
AQUITANIA;0,268987;2006
AQUITANIA;0,120204;2006
AQUITANIA;0,120195;2006
AQUITANIA;0,060977;2006
AQUITANIA;0,060978;2006
AQUITANIA;0,209024;2006
AQUITANIA;0,060975;2006
AQUITANIA;0,060978;2006
AQUITANIA;0,121614;2006
AQUITANIA;0,060978;2006
AQUITANIA;0,060976;2006
AQUITANIA;0,060976;2006
AQUITANIA;0,404981;2006
AQUITANIA;0,060977;2006
AQUITANIA;0,060976;2006
AQUITANIA;0,060976;2006
AQUITANIA;0,060979;2006
AQUITANIA;0,121608;2006
AQUITANIA;0,060975;2006
AQUITANIA;0,060975;2006
AQUITANIA;0,060979;2006
AQUITANIA;0,060976;2006
AQUITANIA;0,060981;2006
AQUITANIA;0,206322;2006
AQUITANIA;0,060977;2006
AQUITANIA;2,859831;2006
AQUITANIA;0,060978;2006
AQUITANIA;0,19517;2006
AQUITANIA;0,06098;2006
AQUITANIA;0,060979;2006
AQUITANIA;0,06098;2006
AQUITANIA;0,060979;2006
AQUITANIA;0,534381;2006
AQUITANIA;0,284897;2006
AQUITANIA;0,248127;2006
AQUITANIA;0,06098;2006
AQUITANIA;0,06098;2006
AQUITANIA;0,06098;2006
AQUITANIA;0,121617;2006
AQUITANIA;0,121617;2006
AQUITANIA;0,06098;2006
AQUITANIA;0,195174;2006
AQUITANIA;0,121617;2006
AQUITANIA;0,542152;2006
AQUITANIA;0,060983;2006
AQUITANIA;1,043297;2006
AQUITANIA;1,573669;2006
AQUITANIA;0,060981;2006
AQUITANIA;0,060982;2006
AQUITANIA;0,060982;2006
AQUITANIA;0,121622;2006
AQUITANIA;0,388905;2006
AQUITANIA;0,060984;2006
AQUITANIA;0,060985;2006
AQUITANIA;0,060986;2006
AQUITANIA;0,121627;2006
AQUITANIA;0,060986;2006
AQUITANIA;0,060984;2006
AQUITANIA;0,060986;2006
AQUITANIA;0,183885;2006
ARCABUCO;0,239988;2006
ARCABUCO;0,060913;2006
ARCABUCO;0,060913;2006
ARCABUCO;0,060914;2006
ARCABUCO;0,239082;2006
ARCABUCO;0,060915;2006
ARCABUCO;0,060915;2006
ARCABUCO;0,060914;2006
ARCABUCO;0,466858;2006
ARCABUCO;0,060915;2006
ARCABUCO;0,060915;2006
ARCABUCO;0,121488;2006
ARCABUCO;0,121488;2006
ARCABUCO;0,060915;2006
ARCABUCO;0,060915;2006
ARCABUCO;0,473073;2006
ARCABUCO;1,513692;2006
ARCABUCO;0,060917;2006
ARCABUCO;0,060919;2006
ARCABUCO;0,060919;2006
ARCABUCO;1,84719;2006
ARCABUCO;0,060919;2006
ARCABUCO;0,060919;2006
ARCABUCO;0,208828;2006
ARCABUCO;0,060918;2006
ARCABUCO;0,178367;2006
ARCABUCO;0,121494;2006
ARCABUCO;0,060919;2006
ARCABUCO;0,072471;2006
ARCABUCO;0,060927;2006
ARCABUCO;0,121513;2006
BEL…N;0,121464;2006
BEL…N;0,060903;2006
BEL…N;0,060905;2006
BEL…N;0,060902;2006
BEL…N;0,060905;2006
BEL…N;0,12147;2006
BEL…N;0,060906;2006
BEL…N;0,060905;2006
BEL…N;0,060907;2006
BEL…N;0,060907;2006
BEL…N;0,060907;2006
BEL…N;0,120089;2006
BEL…N;0,452225;2006
BEL…N;0,76626;2006
BEL…N;0,579088;2006
BEL…N;0,060909;2006
BEL…N;0,015949;2006
BEL…N;0,57386;2006
BEL…N;0,060911;2006
BEL…N;0,060911;2006
BEL…N;0,060911;2006
BEL…N;0,178308;2006
BEL…N;0,060911;2006
BEL…N;0,060911;2006
BEL…N;0,00923;2006
BEL…N;0,404548;2006
BEL…N;0,060912;2006
BEL…N;0,120102;2006
BEL…N;0,060915;2006
BEL…N;0,12008;2006
BEL…N;0,121488;2006
BEL…N;0,17836;2006
BERBEO;0,060974;2006
BERBEO;0,121607;2006
BERBEO;0,060977;2006
BERBEO;0,404987;2006
BERBEO;0,060979;2006
BERBEO;0,060979;2006
BERBEO;0,120205;2006
BERBEO;0,060979;2006
BERBEO;0,060981;2006
BERBEO;0,060981;2006
BERBEO;0,060984;2006
BERBEO;0,060985;2006
BERBEO;0,060985;2006
BERBEO;0,060985;2006
BERBEO;0,060987;2006
BET…ITIVA;0,060917;2006
BOAVITA;0,060879;2006
BOAVITA;0,060882;2006
BOAVITA;0,121433;2006
BOAVITA;0,060888;2006
BOAVITA;0,060888;2006
BOYAC¡;0,060949;2006
BOYAC¡;0,121559;2006
BRICE—O;0,060912;2006
BRICE—O;0,800663;2006
BRICE—O;0,121482;2006
BRICE—O;0,124127;2006
BRICE—O;0,060912;2006
BRICE—O;0,060912;2006
BRICE—O;0,060913;2006
BRICE—O;0,121479;2006
BRICE—O;0,120078;2006
BRICE—O;0,12148;2006
BRICE—O;0,060914;2006
BRICE—O;0,060914;2006
BRICE—O;0,060914;2006
BRICE—O;0,060915;2006
BRICE—O;0,060915;2006
BRICE—O;0,12008;2006
BRICE—O;0,121481;2006
BRICE—O;0,957426;2006
BRICE—O;0,570005;2006
BRICE—O;0,120081;2006
BRICE—O;0,120106;2006
BRICE—O;0,060916;2006
BRICE—O;0,121484;2006
BRICE—O;0,121485;2006
BRICE—O;0,120083;2006
BRICE—O;0,060917;2006
BRICE—O;0,060918;2006
BRICE—O;0,060918;2006
BRICE—O;0,060919;2006
BRICE—O;0,060919;2006
BRICE—O;0,003481;2006
BRICE—O;0,121489;2006
BRICE—O;0,286754;2006
BRICE—O;0,060919;2006
BRICE—O;0,060919;2006
BRICE—O;0,120089;2006
BRICE—O;0,206125;2006
BRICE—O;0,120089;2006
BRICE—O;0,06092;2006
BRICE—O;0,06092;2006
BRICE—O;0,120091;2006
BRICE—O;0,210778;2006
BRICE—O;0,060921;2006
BRICE—O;0,120091;2006
BRICE—O;0,456614;2006
BRICE—O;0,056978;2006
BRICE—O;0,060921;2006
BRICE—O;0,060921;2006
BRICE—O;0,060921;2006
BRICE—O;0,274689;2006
BRICE—O;0,17795;2006
BRICE—O;1,063703;2006
BRICE—O;0,060921;2006
BRICE—O;0,120091;2006
BRICE—O;0,056978;2006
BRICE—O;0,088975;2006
BRICE—O;0,088975;2006
BRICE—O;0,088975;2006
BRICE—O;0,060921;2006
BRICE—O;0,056978;2006
BRICE—O;0,120091;2006
BRICE—O;0,499518;2006
BRICE—O;0,060921;2006
BRICE—O;0,060921;2006
BRICE—O;0,22196;2006
BRICE—O;0,088976;2006
BRICE—O;0,060921;2006
BRICE—O;0,121494;2006
BRICE—O;0,060921;2006
BRICE—O;0,060921;2006
BRICE—O;0,645511;2006
BRICE—O;0,120095;2006
BRICE—O;0,060923;2006
BRICE—O;0,060924;2006
BUENAVISTA;0,359778;2006
BUENAVISTA;0,060932;2006
BUENAVISTA;0,088992;2006
BUENAVISTA;0,356244;2006
BUENAVISTA;0,060932;2006
BUENAVISTA;0,103429;2006
BUENAVISTA;0,088992;2006
BUENAVISTA;0,060932;2006
BUENAVISTA;2,244786;2006
BUENAVISTA;0,060932;2006
BUENAVISTA;0,048697;2006
BUENAVISTA;0,060933;2006
BUENAVISTA;0,121517;2006
BUENAVISTA;0,060933;2006
BUENAVISTA;0,060933;2006
BUENAVISTA;0,060933;2006
BUENAVISTA;0,060932;2006
BUENAVISTA;0,060933;2006
BUENAVISTA;0,060933;2006
BUENAVISTA;0,060933;2006
BUENAVISTA;0,060933;2006
BUENAVISTA;0,060933;2006
BUENAVISTA;0,060933;2006
BUENAVISTA;0,060933;2006
BUENAVISTA;0,711943;2006
BUENAVISTA;0,060933;2006
BUENAVISTA;0,060933;2006
BUENAVISTA;0,208856;2006
BUENAVISTA;0,287963;2006
BUENAVISTA;0,060933;2006
BUENAVISTA;0,060933;2006
BUENAVISTA;0,060933;2006
BUENAVISTA;0,177986;2006
BUENAVISTA;0,088993;2006
BUENAVISTA;0,582861;2006
BUENAVISTA;0,060933;2006
BUENAVISTA;0,05699;2006
BUENAVISTA;0,060933;2006
BUENAVISTA;0,711946;2006
BUENAVISTA;0,120115;2006
BUENAVISTA;0,060933;2006
BUENAVISTA;0,120116;2006
BUENAVISTA;0,060933;2006
BUENAVISTA;0,060933;2006
BUENAVISTA;0,060934;2006
BUENAVISTA;0,120117;2006
BUENAVISTA;0,060934;2006
BUENAVISTA;0,060934;2006
BUENAVISTA;0,060934;2006
BUENAVISTA;0,060934;2006
BUENAVISTA;0,12152;2006
BUENAVISTA;0,060934;2006
BUENAVISTA;0,62168;2006
BUENAVISTA;0,060934;2006
BUENAVISTA;0,060934;2006
BUENAVISTA;0,120118;2006
BUENAVISTA;0,239142;2006
BUENAVISTA;0,060934;2006
BUENAVISTA;0,178404;2006
BUENAVISTA;0,060934;2006
BUENAVISTA;0,121521;2006
BUENAVISTA;0,060934;2006
BUENAVISTA;0,060935;2006
BUENAVISTA;0,239144;2006
BUENAVISTA;0,060935;2006
BUENAVISTA;0,060935;2006
BUENAVISTA;0,060935;2006
BUENAVISTA;0,060935;2006
BUENAVISTA;0,12012;2006
BUENAVISTA;0,060935;2006
BUENAVISTA;0,060935;2006
BUENAVISTA;0,060935;2006
BUENAVISTA;0,121522;2006
BUENAVISTA;0,060935;2006
BUENAVISTA;0,247957;2006
BUENAVISTA;0,060935;2006
BUENAVISTA;0,060935;2006
BUENAVISTA;0,060935;2006
BUENAVISTA;0,056992;2006
BUENAVISTA;0,060935;2006
BUENAVISTA;0,060935;2006
BUENAVISTA;0,060935;2006
BUENAVISTA;0,060935;2006
BUENAVISTA;0,338719;2006
BUENAVISTA;0,060935;2006
BUENAVISTA;0,060935;2006
BUENAVISTA;0,060935;2006
BUENAVISTA;0,121523;2006
BUENAVISTA;0,178407;2006
BUENAVISTA;0,088997;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,088997;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,060935;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,124153;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;2,365429;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,239132;2006
BUENAVISTA;0,121523;2006
BUENAVISTA;0,481091;2006
BUENAVISTA;0,121523;2006
BUENAVISTA;0,848779;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,120121;2006
BUENAVISTA;0,120121;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,240083;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,351492;2006
BUENAVISTA;1,399283;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,121524;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,208868;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,120122;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,23915;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,056993;2006
BUENAVISTA;0,120147;2006
BUENAVISTA;0,504385;2006
BUENAVISTA;0,177997;2006
BUENAVISTA;0,281052;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,17841;2006
BUENAVISTA;0,060937;2006
BUENAVISTA;0,120123;2006
BUENAVISTA;0,060936;2006
BUENAVISTA;0,060937;2006
BUENAVISTA;0,195017;2006
BUENAVISTA;0,121526;2006
BUENAVISTA;0,060937;2006
BUENAVISTA;0,120123;2006
BUENAVISTA;0,060937;2006
BUENAVISTA;0,060937;2006
BUENAVISTA;0,060937;2006
BUENAVISTA;0,060937;2006
BUENAVISTA;0,121526;2006
BUENAVISTA;0,060937;2006
BUENAVISTA;0,060937;2006
BUENAVISTA;0,121533;2006
BUENAVISTA;0,354265;2006
BUENAVISTA;0,239155;2006
BUENAVISTA;0,121527;2006
BUENAVISTA;0,120125;2006
BUENAVISTA;0,060938;2006
BUENAVISTA;0,060938;2006
BUENAVISTA;0,060938;2006
BUENAVISTA;0,060938;2006
BUENAVISTA;0,060939;2006
BUENAVISTA;0,060939;2006
BUENAVISTA;0,060939;2006
BUENAVISTA;0,060939;2006
BUENAVISTA;0,060938;2006
BUENAVISTA;0,060939;2006
BUENAVISTA;0,060939;2006
BUENAVISTA;0,120127;2006
BUENAVISTA;0,060939;2006
BUENAVISTA;0,12153;2006
BUENAVISTA;0,12153;2006
BUENAVISTA;0,060939;2006
BUENAVISTA;0,060939;2006
BUENAVISTA;0,121531;2006
BUENAVISTA;0,060939;2006
BUENAVISTA;0,060939;2006
BUENAVISTA;0,120128;2006
BUENAVISTA;0,06094;2006
BUENAVISTA;0,847764;2006
BUENAVISTA;0,06094;2006
BUENAVISTA;0,06094;2006
BUENAVISTA;0,20888;2006
BUENAVISTA;0,06094;2006
BUENAVISTA;0,06094;2006
BUENAVISTA;0,056996;2006
BUENAVISTA;0,06094;2006
BUENAVISTA;0,121538;2006
BUENAVISTA;0,06094;2006
BUENAVISTA;0,274778;2006
BUENAVISTA;0,06094;2006
BUENAVISTA;0,344859;2006
BUENAVISTA;0,06094;2006
BUENAVISTA;0,06094;2006
BUENAVISTA;0,121533;2006
BUENAVISTA;0,120131;2006
BUENAVISTA;0,060941;2006
BUENAVISTA;0,060941;2006
BUENAVISTA;0,128367;2006
BUENAVISTA;0,162789;2006
BUENAVISTA;0,121535;2006
BUENAVISTA;0,060942;2006
CALDAS;0,060923;2006
CALDAS;0,120098;2006
CALDAS;0,060925;2006
CALDAS;0,060925;2006
CALDAS;0,183665;2006
CALDAS;0,060925;2006
CALDAS;0,120099;2006
CALDAS;0,120099;2006
CALDAS;0,178377;2006
CALDAS;0,060925;2006
CALDAS;0,060925;2006
CALDAS;0,060926;2006
CALDAS;0,239109;2006
CALDAS;0,060926;2006
CALDAS;0,34674;2006
CALDAS;0,060926;2006
CALDAS;0,060926;2006
CALDAS;0,060926;2006
CALDAS;0,210799;2006
CALDAS;0,060926;2006
CALDAS;0,120103;2006
CALDAS;0,178382;2006
CALDAS;0,060927;2006
CALDAS;0,060928;2006
CALDAS;0,183673;2006
CALDAS;0,060928;2006
CALDAS;0,060928;2006
CALDAS;0,206154;2006
CALDAS;0,060928;2006
CALDAS;0,060928;2006
CALDAS;0,060928;2006
CALDAS;0,060929;2006
CALDAS;0,121512;2006
CALDAS;0,121512;2006
CALDAS;0,06093;2006
CALDAS;0,06093;2006
CALDAS;0,06093;2006
CALDAS;0,300401;2006
CALDAS;0,121513;2006
CALDAS;0,946229;2006
CALDAS;0,060931;2006
CALDAS;0,53394;2006
CALDAS;0,060931;2006
CALDAS;0,060931;2006
CALDAS;0,060931;2006
CALDAS;0,060931;2006
CALDAS;0,056988;2006
CALDAS;0,060931;2006
CALDAS;0,060931;2006
CALDAS;0,060931;2006
CALDAS;0,239131;2006
CALDAS;0,512108;2006
CALDAS;0,239134;2006
CALDAS;0,060933;2006
CALDAS;0,060933;2006
CALDAS;0,071418;2006
CALDAS;0,060934;2006
CAMPOHERMOSO;0,060993;2006
CAMPOHERMOSO;0,060993;2006
CAMPOHERMOSO;0,183906;2006
CAMPOHERMOSO;0,060994;2006
CAMPOHERMOSO;0,060994;2006
CAMPOHERMOSO;0,060991;2006
CAMPOHERMOSO;0,23939;2006
CAMPOHERMOSO;0,060993;2006
CAMPOHERMOSO;0,060991;2006
CAMPOHERMOSO;0,17859;2006
CAMPOHERMOSO;0,060991;2006
CAMPOHERMOSO;0,120234;2006
CAMPOHERMOSO;0,060994;2006
CAMPOHERMOSO;0,060996;2006
CAMPOHERMOSO;0,060996;2006
CAMPOHERMOSO;0,121644;2006
CAMPOHERMOSO;0,060994;2006
CAMPOHERMOSO;0,239406;2006
CAMPOHERMOSO;0,008136;2006
CAMPOHERMOSO;0,060993;2006
CAMPOHERMOSO;0,060993;2006
CAMPOHERMOSO;0,060993;2006
CAMPOHERMOSO;0,060993;2006
CAMPOHERMOSO;0,060998;2006
CAMPOHERMOSO;0,121657;2006
CAMPOHERMOSO;0,060999;2006
CAMPOHERMOSO;0,061001;2006
CAMPOHERMOSO;0,239425;2006
CAMPOHERMOSO;0,120249;2006
CAMPOHERMOSO;0,061002;2006
CAMPOHERMOSO;0,060997;2006
CAMPOHERMOSO;0,549523;2006
CAMPOHERMOSO;0,061002;2006
CAMPOHERMOSO;0,121662;2006
CAMPOHERMOSO;0,057055;2006
CAMPOHERMOSO;0,120253;2006
CAMPOHERMOSO;0,195241;2006
CAMPOHERMOSO;0,061003;2006
CAMPOHERMOSO;0,49409;2006
CAMPOHERMOSO;0,120255;2006
CAMPOHERMOSO;0,061001;2006
CAMPOHERMOSO;0,061001;2006
CAMPOHERMOSO;0,061001;2006
CAMPOHERMOSO;0,061002;2006
CAMPOHERMOSO;0,061004;2006
CAMPOHERMOSO;0,061004;2006
CAMPOHERMOSO;0,061004;2006
CAMPOHERMOSO;0,061004;2006
CERINZA;0,121474;2006
CERINZA;0,044961;2006
CERINZA;0,051681;2006
CERINZA;0,060911;2006
CERINZA;0,120097;2006
CERINZA;0,060913;2006
CERINZA;0,060913;2006
CERINZA;0,060913;2006
CERINZA;0,239084;2006
CHINAVITA;0,060969;2006
CHINAVITA;0,060969;2006
CHINAVITA;0,120194;2006
CHINAVITA;0,121605;2006
CHINAVITA;0,060974;2006
CHINAVITA;0,060974;2006
CHINAVITA;0,060976;2006
CHINAVITA;0,060976;2006
CHINAVITA;0,060977;2006
CHINAVITA;0,060976;2006
CHINAVITA;0,060976;2006
CHINAVITA;0,06098;2006
CHINAVITA;0,060978;2006
CHIQUINQUIR¡;0,060917;2006
CHIQUINQUIR¡;0,121486;2006
CHIQUINQUIR¡;0,060917;2006
CHIQUINQUIR¡;0,121487;2006
CHIQUINQUIR¡;0,060918;2006
CHIQUINQUIR¡;0,120085;2006
CHIQUINQUIR¡;0,060918;2006
CHIQUINQUIR¡;0,597974;2006
CHIQUINQUIR¡;0,178358;2006
CHIQUINQUIR¡;0,060919;2006
CHIQUINQUIR¡;0,12149;2006
CHIQUINQUIR¡;0,060919;2006
CHIQUINQUIR¡;0,121491;2006
CHIQUINQUIR¡;0,060919;2006
CHIQUINQUIR¡;0,06092;2006
CHIQUINQUIR¡;0,121492;2006
CHIQUINQUIR¡;0,06092;2006
CHIQUINQUIR¡;0,120116;2006
CHIQUINQUIR¡;0,120091;2006
CHIQUINQUIR¡;0,06092;2006
CHIQUINQUIR¡;0,120091;2006
CHIQUINQUIR¡;0,060921;2006
CHIQUINQUIR¡;0,060921;2006
CHIQUINQUIR¡;0,060921;2006
CHIQUINQUIR¡;0,121495;2006
CHIQUINQUIR¡;0,121495;2006
CHIQUINQUIR¡;0,060922;2006
CHIQUINQUIR¡;0,060922;2006
CHIQUINQUIR¡;0,060923;2006
CHIQUINQUIR¡;0,060923;2006
CHIQUINQUIR¡;0,060923;2006
CHIQUINQUIR¡;0,060923;2006
CHIQUINQUIR¡;0,060923;2006
CHIQUINQUIR¡;0,121498;2006
CHIQUINQUIR¡;0,060923;2006
CHIQUINQUIR¡;0,060923;2006
CHIQUINQUIR¡;0,060923;2006
CHIQUINQUIR¡;0,060923;2006
CHIQUINQUIR¡;0,060923;2006
CHIQUINQUIR¡;0,060923;2006
CHIQUINQUIR¡;0,060924;2006
CHIQUINQUIR¡;0,120098;2006
CHIQUINQUIR¡;0,060923;2006
CHIQUINQUIR¡;0,120097;2006
CHIQUINQUIR¡;0,060924;2006
CHIQUINQUIR¡;0,1215;2006
CHIQUINQUIR¡;0,121501;2006
CHIQUINQUIR¡;0,060924;2006
CHIQUINQUIR¡;0,315084;2006
CHIQUINQUIR¡;0,194977;2006
CHIQUINQUIR¡;0,060925;2006
CHIQUINQUIR¡;0,060924;2006
CHIQUINQUIR¡;0,120099;2006
CHIQUINQUIR¡;0,120098;2006
CHIQUINQUIR¡;0,253946;2006
CHIQUINQUIR¡;0,060925;2006
CHIQUINQUIR¡;0,056982;2006
CHIQUINQUIR¡;0,060925;2006
CHIQUINQUIR¡;0,387727;2006
CHIQUINQUIR¡;0,060925;2006
CHIQUINQUIR¡;0,121501;2006
CHIQUINQUIR¡;0,120099;2006
CHIQUINQUIR¡;0,060925;2006
CHIQUINQUIR¡;0,120124;2006
CHIQUINQUIR¡;0,121507;2006
CHIQUINQUIR¡;0,060925;2006
CHIQUINQUIR¡;0,121502;2006
CHIQUINQUIR¡;0,060925;2006
CHIQUINQUIR¡;0,194981;2006
CHIQUINQUIR¡;0,121502;2006
CHIQUINQUIR¡;0,060925;2006
CHIQUINQUIR¡;0,060925;2006
